file,sentence_id,before_preprocess,after_preprocess,tokens
LIPITOR.872.txt,5,"Cholesterol is an important part of brain tissue and many essential biochemicals, and that serum cholesterol levels do not correlate well with arterial placque.","cholesterol is an important part of brain tissue and many essential biochemicals, and that serum cholesterol levels do not correlate well with arterial placque.","['cholesterol', 'is', 'an', 'important', 'part', 'of', 'brain', 'tissue', 'and', 'many', 'essential', 'biochemicals', ',', 'and', 'that', 'serum', 'cholesterol', 'levels', 'do', 'not', 'correlate', 'well', 'with', 'arterial', 'placque', '.']"
LIPITOR.873.txt,1,"loss of muscel strength,vertigo caused by cramping neck muscels,loss of sexual drive,hair,short term memory,zombie like doped up state,halucinations during day,unable to walk for 2 weeks,get out of bed et al reduced mental capabiities,depression excessive sleep requirements and more that i can not remember.","loss of muscel strength,vertigo caused by cramping neck muscels,loss of sexual drive,hair,short term memory,zombie like doped up state,halucinations during day,unable to walk for 2 weeks,get out of bed et al reduced mental capabiities,depression excessive sleep requirements and more that i can not remember.","['loss', 'of', 'muscel', 'strength', ',', 'vertigo', 'caused', 'by', 'cramping', 'neck', 'muscels', ',', 'loss', 'of', 'sexual', 'drive', ',', 'hair', ',', 'short', 'term', 'memory', ',', 'zombie', 'like', 'doped', 'up', 'state', ',', 'halucinations', 'during', 'day', ',', 'unable', 'to', 'walk', 'for', '2', 'weeks', ',', 'get', 'out', 'of', 'bed', 'et', 'al', 'reduced', 'mental', 'capabiities', ',', 'depression', 'excessive', 'sleep', 'requirements', 'and', 'more', 'that', 'i', 'can', 'not', 'remember', '.']"
LIPITOR.873.txt,2,"things improved slowly but immediately after going off the drug,it has been almost 7 months and am progressing slowly still,feel like i have long term damage,but in better shape in many respects than i have been in 5 years,it did a slow terrable number on me.","things improved slowly but immediately after going off the drug,it has been almost 7 months and am progressing slowly still,feel like i have long term damage,but in better shape in many respects than i have been in 5 years,it did a slow terrable number on me.","['things', 'improved', 'slowly', 'but', 'immediately', 'after', 'going', 'off', 'the', 'drug', ',', 'it', 'has', 'been', 'almost', '7', 'months', 'and', 'am', 'progressing', 'slowly', 'still', ',', 'feel', 'like', 'i', 'have', 'long', 'term', 'damage', ',', 'but', 'in', 'better', 'shape', 'in', 'many', 'respects', 'than', 'i', 'have', 'been', 'in', '5', 'years', ',', 'it', 'did', 'a', 'slow', 'terrable', 'number', 'on', 'me', '.']"
LIPITOR.873.txt,3,"i am trying to forgive them but am not getting far on that front,having interesting pleasant fantacies on that front needless to say i do not wish them well.","i am trying to forgive them but am not getting far on that front,having interesting pleasant fantacies on that front needless to say i do not wish them well.","['i', 'am', 'trying', 'to', 'forgive', 'them', 'but', 'am', 'not', 'getting', 'far', 'on', 'that', 'front', ',', 'having', 'interesting', 'pleasant', 'fantacies', 'on', 'that', 'front', 'needless', 'to', 'say', 'i', 'do', 'not', 'wish', 'them', 'well', '.']"
LIPITOR.873.txt,4,devils drugs and doctors still hits the mark 80 years later.,devils drugs and doctors still hits the mark 80 years later.,"['devils', 'drugs', 'and', 'doctors', 'still', 'hits', 'the', 'mark', '80', 'years', 'later', '.']"
LIPITOR.873.txt,5,we should gift this medical system to the arabs with out charge,we should gift this medical system to the arabs with out charge,"['we', 'should', 'gift', 'this', 'medical', 'system', 'to', 'the', 'arabs', 'with', 'out', 'charge']"
LIPITOR.873.txt,6,but i would fear the reprisals.,but i would fear the reprisals.,"['but', 'i', 'would', 'fear', 'the', 'reprisals', '.']"
LIPITOR.874.txt,1,"memory problems, depression, muscle aches, joint pain, exercise intolerance, transient global amnesia.","memory problems, depression, muscle aches, joint pain, exercise intolerance, transient global amnesia.","['memory', 'problems', ',', 'depression', ',', 'muscle', 'aches', ',', 'joint', 'pain', ',', 'exercise', 'intolerance', ',', 'transient', 'global', 'amnesia', '.']"
LIPITOR.875.txt,1,For as long as I could remember I've always had perfect cholesterol (from a percentage perspective anyway).,for as long as i could remember i've always had perfect cholesterol from a percentage perspective anyway .,"['for', 'as', 'long', 'as', 'i', 'could', 'remember', 'i', ""'ve"", 'always', 'had', 'perfect', 'cholesterol', 'from', 'a', 'percentage', 'perspective', 'anyway', '.']"
LIPITOR.875.txt,2,It's always been right around 120/120.,it's always been right around 120 120.,"['it', ""'s"", 'always', 'been', 'right', 'around', '120', '120', '.']"
LIPITOR.875.txt,3,For what ever reason my LDL shot up to 175 so a (not my normal one),for what ever reason my ldl shot up to 175 so a not my normal one,"['for', 'what', 'ever', 'reason', 'my', 'ldl', 'shot', 'up', 'to', '175', 'so', 'a', 'not', 'my', 'normal', 'one']"
LIPITOR.875.txt,4,Dr just prescribed me Lipitor.,doctor just prescribed me lipitor.,"['doctor', 'just', 'prescribed', 'me', 'lipitor', '.']"
LIPITOR.875.txt,5,I didn't notice any problems for just over 2 months then all of a sudden one day I stared feeling horrible like a severe flu just hit me.,i didn't notice any problems for just over 2 months then all of a sudden one day i stared feeling horrible like a severe flu just hit me.,"['i', 'did', ""n't"", 'notice', 'any', 'problems', 'for', 'just', 'over', '2', 'months', 'then', 'all', 'of', 'a', 'sudden', 'one', 'day', 'i', 'stared', 'feeling', 'horrible', 'like', 'a', 'severe', 'flu', 'just', 'hit', 'me', '.']"
LIPITOR.875.txt,6,For the next few days I couldn't get enough sleep I was incredibly week and had pains throughout my upper body.,for the next few days i couldn't get enough sleep i was incredibly week and had pains throughout my upper body.,"['for', 'the', 'next', 'few', 'days', 'i', 'could', ""n't"", 'get', 'enough', 'sleep', 'i', 'was', 'incredibly', 'week', 'and', 'had', 'pains', 'throughout', 'my', 'upper', 'body', '.']"
LIPITOR.875.txt,7,"I saw my regular Dr and decided to stop taking the drug, she also drew blood.","i saw my regular doctor and decided to stop taking the drug, she also drew blood.","['i', 'saw', 'my', 'regular', 'doctor', 'and', 'decided', 'to', 'stop', 'taking', 'the', 'drug', ',', 'she', 'also', 'drew', 'blood', '.']"
LIPITOR.875.txt,8,Luckily most of the tests came back normal but there was a small spike in something with my liver which was normal before.,luckily most of the tests came back normal but there was a small spike in something with my liver which was normal before.,"['luckily', 'most', 'of', 'the', 'tests', 'came', 'back', 'normal', 'but', 'there', 'was', 'a', 'small', 'spike', 'in', 'something', 'with', 'my', 'liver', 'which', 'was', 'normal', 'before', '.']"
LIPITOR.875.txt,9,My Cholesterol was LDL 95 HDL 109 (which I thought it is advertised to raise?),my cholesterol was ldl 95 hdl 109 which i thought it is advertised to raise?,"['my', 'cholesterol', 'was', 'ldl', '95', 'hdl', '109', 'which', 'i', 'thought', 'it', 'is', 'advertised', 'to', 'raise', '?']"
LIPITOR.875.txt,10,and my triglycerides were great as well.,and my triglycerides were great as well.,"['and', 'my', 'triglycerides', 'were', 'great', 'as', 'well', '.']"
LIPITOR.875.txt,11,I can't say that the drug doesn't work but compared to how I feel it's not with it,i can't say that the drug doesn't work but compared to how i feel it's not with it,"['i', 'ca', ""n't"", 'say', 'that', 'the', 'drug', 'does', ""n't"", 'work', 'but', 'compared', 'to', 'how', 'i', 'feel', 'it', ""'s"", 'not', 'with', 'it']"
LIPITOR.875.txt,12,and I'll never take it again.,and i'll never take it again.,"['and', 'i', ""'ll"", 'never', 'take', 'it', 'again', '.']"
LIPITOR.875.txt,13,I've been off it for 3 days now and only feel slightly bett.,i've been off it for 3 days now and only feel slightly bett.,"['i', ""'ve"", 'been', 'off', 'it', 'for', '3', 'days', 'now', 'and', 'only', 'feel', 'slightly', 'bett', '.']"
LIPITOR.876.txt,1,joint aches as well as burning feet.,joint aches as well as burning feet.,"['joint', 'aches', 'as', 'well', 'as', 'burning', 'feet', '.']"
LIPITOR.877.txt,1,MY MUSCLES ACHED AND I DEVELOPED DIFFICULTY IN WALKING.,my muscles ached and i developed difficulty in walking.,"['my', 'muscles', 'ached', 'and', 'i', 'developed', 'difficulty', 'in', 'walking', '.']"
LIPITOR.877.txt,2,IT HAS ALSO AFFECTED MY BALANCE.,it has also affected my balance.,"['it', 'has', 'also', 'affected', 'my', 'balance', '.']"
LIPITOR.878.txt,1,"hair loss, weight gain, muscle pain.","hair loss, weight gain, muscle pain.","['hair', 'loss', ',', 'weight', 'gain', ',', 'muscle', 'pain', '.']"
LIPITOR.878.txt,2,"After suffering form real bad side effects (hair loss, weight gain, blurred vision) I decided to stop all the chemicals.","after suffering form real bad side effects hair loss, weight gain, blurred vision i decided to stop all the chemicals.","['after', 'suffering', 'form', 'real', 'bad', 'side', 'effects', 'hair', 'loss', ',', 'weight', 'gain', ',', 'blurred', 'vision', 'i', 'decided', 'to', 'stop', 'all', 'the', 'chemicals', '.']"
LIPITOR.878.txt,3,"I am fed up with all those medications which ALL induce side effects, for which your doctor will prescribe more and more medications.","i am fed up with all those medications which all induce side effects, for which your doctor will prescribe more and more medications.","['i', 'am', 'fed', 'up', 'with', 'all', 'those', 'medications', 'which', 'all', 'induce', 'side', 'effects', ',', 'for', 'which', 'your', 'doctor', 'will', 'prescribe', 'more', 'and', 'more', 'medications', '.']"
LIPITOR.878.txt,4,That is when hell starts.,that is when hell starts.,"['that', 'is', 'when', 'hell', 'starts', '.']"
LIPITOR.878.txt,5,"My hair was falling off, I could not lose weight even exercising and eating healthy food.","my hair was falling off, i could not lose weight even exercising and eating healthy food.","['my', 'hair', 'was', 'falling', 'off', ',', 'i', 'could', 'not', 'lose', 'weight', 'even', 'exercising', 'and', 'eating', 'healthy', 'food', '.']"
LIPITOR.878.txt,6,"When I stopped Lipitor, my hair stopped falling immediately and I lost 4 lbs the 1st week, without doing anything different.","when i stopped lipitor, my hair stopped falling immediately and i lost 4 lbs the 1st week, without doing anything different.","['when', 'i', 'stopped', 'lipitor', ',', 'my', 'hair', 'stopped', 'falling', 'immediately', 'and', 'i', 'lost', '4', 'lbs', 'the', '1st', 'week', ',', 'without', 'doing', 'anything', 'different', '.']"
LIPITOR.878.txt,7,You completely destroy your metabolism absorbing chemicals.,you completely destroy your metabolism absorbing chemicals.,"['you', 'completely', 'destroy', 'your', 'metabolism', 'absorbing', 'chemicals', '.']"
LIPITOR.878.txt,8,Now I stopped all that and I am going the NATURAL way with good results.,now i stopped all that and i am going the natural way with good results.,"['now', 'i', 'stopped', 'all', 'that', 'and', 'i', 'am', 'going', 'the', 'natural', 'way', 'with', 'good', 'results', '.']"
LIPITOR.878.txt,9,"I recommend acupuncture, homeopathy, natural supplements (I highly recommend Apple Cider Vinegar and raw honey, those made my blood pressure go down by 30 points!), good nutrition and exercise are much better and you will not enrich those pharmaceutical companies which are after your money, just trying to erase the symptoms but NOT the cause.","i recommend acupuncture, homeopathy, natural supplements i highly recommend apple cider vinegar and raw honey, those made my blood pressure go down by 30 points! , good nutrition and exercise are much better and you will not enrich those pharmaceutical companies which are after your money, just trying to erase the symptoms but not the cause.","['i', 'recommend', 'acupuncture', ',', 'homeopathy', ',', 'natural', 'supplements', 'i', 'highly', 'recommend', 'apple', 'cider', 'vinegar', 'and', 'raw', 'honey', ',', 'those', 'made', 'my', 'blood', 'pressure', 'go', 'down', 'by', '30', 'points', '!', ',', 'good', 'nutrition', 'and', 'exercise', 'are', 'much', 'better', 'and', 'you', 'will', 'not', 'enrich', 'those', 'pharmaceutical', 'companies', 'which', 'are', 'after', 'your', 'money', ',', 'just', 'trying', 'to', 'erase', 'the', 'symptoms', 'but', 'not', 'the', 'cause', '.']"
LIPITOR.878.txt,10,Take charge!,take charge!,"['take', 'charge', '!']"
LIPITOR.878.txt,11,It is time.,it is time.,"['it', 'is', 'time', '.']"
LIPITOR.879.txt,1,"fluids pooling in my lower extremeties - especially my feet, general muscle soreness.","fluids pooling in my lower extremeties - especially my feet, general muscle soreness.","['fluids', 'pooling', 'in', 'my', 'lower', 'extremeties', '-', 'especially', 'my', 'feet', ',', 'general', 'muscle', 'soreness', '.']"
LIPITOR.879.txt,2,I take several meds for rheumatoid arthritis and none of these medications have affected me in this way.,i take several medicines for rheumatoid arthritis and none of these medications have affected me in this way.,"['i', 'take', 'several', 'medicines', 'for', 'rheumatoid', 'arthritis', 'and', 'none', 'of', 'these', 'medications', 'have', 'affected', 'me', 'in', 'this', 'way', '.']"
LIPITOR.879.txt,3,My rheumatology office suggested I check with my PCP immidiately.,my rheumatology office suggested i check with my pcp immidiately.,"['my', 'rheumatology', 'office', 'suggested', 'i', 'check', 'with', 'my', 'pcp', 'immidiately', '.']"
LIPITOR.88.txt,1,"tingling and aches in hands, chest discomfort, difficulty breathing, stuffy nose, weakness in legs, back pain.","tingling and aches in hands, chest discomfort, difficulty breathing, stuffy nose, weakness in legs, back pain.","['tingling', 'and', 'aches', 'in', 'hands', ',', 'chest', 'discomfort', ',', 'difficulty', 'breathing', ',', 'stuffy', 'nose', ',', 'weakness', 'in', 'legs', ',', 'back', 'pain', '.']"
LIPITOR.88.txt,2,This drug is the worst.,this drug is the worst.,"['this', 'drug', 'is', 'the', 'worst', '.']"
LIPITOR.88.txt,3,I stopped using it after 17 days when I started experiencing chest pains and difficulty breathing.,i stopped using it after 17 days when i started experiencing chest pains and difficulty breathing.,"['i', 'stopped', 'using', 'it', 'after', '17', 'days', 'when', 'i', 'started', 'experiencing', 'chest', 'pains', 'and', 'difficulty', 'breathing', '.']"
LIPITOR.88.txt,4,Its side effects are horrible and it should be taken off the market.,its side effects are horrible and it should be taken off the market.,"['its', 'side', 'effects', 'are', 'horrible', 'and', 'it', 'should', 'be', 'taken', 'off', 'the', 'market', '.']"
LIPITOR.88.txt,5,I do not recommend this drug to anyone.,i do not recommend this drug to anyone.,"['i', 'do', 'not', 'recommend', 'this', 'drug', 'to', 'anyone', '.']"
LIPITOR.880.txt,1,None.,none.,"['none', '.']"
LIPITOR.880.txt,2,"I have taken 80 mg per day for three years, and have had no side effects and my LDL typically measures between 40 and 45.","i have taken 80 milligrams per day for three years, and have had no side effects and my ldl typically measures between 40 and 45.","['i', 'have', 'taken', '80', 'milligrams', 'per', 'day', 'for', 'three', 'years', ',', 'and', 'have', 'had', 'no', 'side', 'effects', 'and', 'my', 'ldl', 'typically', 'measures', 'between', '40', 'and', '45', '.']"
LIPITOR.880.txt,3,This drug -- when combined with lifestyle changes -- certainly works well.,this drug -- when combined with lifestyle changes -- certainly works well.,"['this', 'drug', '--', 'when', 'combined', 'with', 'lifestyle', 'changes', '--', 'certainly', 'works', 'well', '.']"
LIPITOR.881.txt,1,Read the following Business Week article businessweek.com magazine/content/08_04/b4068052092994.htm.,read the following business week article businessweek.com magazine content 08_04 b4068052092994.htm.,"['read', 'the', 'following', 'business', 'week', 'article', 'businessweek.com', 'magazine', 'content', '08_04', 'b4068052092994.htm', '.']"
LIPITOR.882.txt,1,"Most of the side effects everyone else has: weak legs, muscle and back soreness, ears ringing, feel bad, all usually in the mornings.","most of the side effects everyone else has weak legs, muscle and back soreness, ears ringing, feel bad, all usually in the mornings.","['most', 'of', 'the', 'side', 'effects', 'everyone', 'else', 'has', 'weak', 'legs', ',', 'muscle', 'and', 'back', 'soreness', ',', 'ears', 'ringing', ',', 'feel', 'bad', ',', 'all', 'usually', 'in', 'the', 'mornings', '.']"
LIPITOR.882.txt,2,"However, it lowered my cholesterol, tryglycerides, and blood pressure, along with a lot of exercising.","however, it lowered my cholesterol, tryglycerides, and blood pressure, along with a lot of exercising.","['however', ',', 'it', 'lowered', 'my', 'cholesterol', ',', 'tryglycerides', ',', 'and', 'blood', 'pressure', ',', 'along', 'with', 'a', 'lot', 'of', 'exercising', '.']"
LIPITOR.882.txt,3,"I had by-pass surgery in 1986, angioplasty in the mid 90's, started on Zocor, then my doctor switched me to Lipitor and have not had to have either since I started on the statins.","i had by-pass surgery in 1986, angioplasty in the mid 90's, started on zocor, then my doctor switched me to lipitor and have not had to have either since i started on the statins.","['i', 'had', 'by', '-', 'pass', 'surgery', 'in', '1986', ',', 'angioplasty', 'in', 'the', 'mid', '90', ""'s"", ',', 'started', 'on', 'zocor', ',', 'then', 'my', 'doctor', 'switched', 'me', 'to', 'lipitor', 'and', 'have', 'not', 'had', 'to', 'have', 'either', 'since', 'i', 'started', 'on', 'the', 'statins', '.']"
LIPITOR.882.txt,4,(started with 20mg.,started with 20mg.,"['started', 'with', '20', 'mg', '.']"
LIPITOR.882.txt,5,"then 40mg., and now 80mg.)","then 40mg., and now 80mg.","['then', '40', 'mg', '.', ',', 'and', 'now', '80', 'mg', '.']"
LIPITOR.882.txt,6,"Its not perfect, but it keeps me alive.","its not perfect, but it keeps me alive.","['its', 'not', 'perfect', ',', 'but', 'it', 'keeps', 'me', 'alive', '.']"
LIPITOR.882.txt,7,I am now 65,i am now 65,"['i', 'am', 'now', '65']"
LIPITOR.882.txt,8,and I thank God every single day for my doctor and my medicine.,and i thank god every single day for my doctor and my medicine.,"['and', 'i', 'thank', 'god', 'every', 'single', 'day', 'for', 'my', 'doctor', 'and', 'my', 'medicine', '.']"
LIPITOR.882.txt,9,"I just gut it up and make my self jog a mile and walk a mile 4-5 times a week, pain or no pain.","i just gut it up and make my self jog a mile and walk a mile 4-5 times a week, pain or no pain.","['i', 'just', 'gut', 'it', 'up', 'and', 'make', 'my', 'self', 'jog', 'a', 'mile', 'and', 'walk', 'a', 'mile', '4', '-', '5', 'times', 'a', 'week', ',', 'pain', 'or', 'no', 'pain', '.']"
LIPITOR.882.txt,10,I have lived to see my grandchildren and two great grandchildren.,i have lived to see my grandchildren and two great grandchildren.,"['i', 'have', 'lived', 'to', 'see', 'my', 'grandchildren', 'and', 'two', 'great', 'grandchildren', '.']"
LIPITOR.882.txt,11,Life is good.,life is good.,"['life', 'is', 'good', '.']"
LIPITOR.882.txt,12,Think positive!.,think positive!.,"['think', 'positive', '!', '.']"
LIPITOR.883.txt,1,within 2 hours started having heart attack symptoms.,within 2 hours started having heart attack symptoms.,"['within', '2', 'hours', 'started', 'having', 'heart', 'attack', 'symptoms', '.']"
LIPITOR.883.txt,2,Had to go to ER.,had to go to er.,"['had', 'to', 'go', 'to', 'er', '.']"
LIPITOR.883.txt,3,I was in ER within 3 hours of taking 1st pill.,i was in er within 3 hours of taking 1st pill.,"['i', 'was', 'in', 'er', 'within', '3', 'hours', 'of', 'taking', '1st', 'pill', '.']"
LIPITOR.883.txt,4,It was scary trying to make sure I had proper observation and not over-reaction because of the symptoms.,it was scary trying to make sure i had proper observation and not over-reaction because of the symptoms.,"['it', 'was', 'scary', 'trying', 'to', 'make', 'sure', 'i', 'had', 'proper', 'observation', 'and', 'not', 'over', '-', 'reaction', 'because', 'of', 'the', 'symptoms', '.']"
LIPITOR.883.txt,5,I had to slow people down several times.,i had to slow people down several times.,"['i', 'had', 'to', 'slow', 'people', 'down', 'several', 'times', '.']"
LIPITOR.883.txt,6,Now convinced it would have had serious health risks for me had I even tried taking a second pill the next day or even continuing taking them.,now convinced it would have had serious health risks for me had i even tried taking a second pill the next day or even continuing taking them.,"['now', 'convinced', 'it', 'would', 'have', 'had', 'serious', 'health', 'risks', 'for', 'me', 'had', 'i', 'even', 'tried', 'taking', 'a', 'second', 'pill', 'the', 'next', 'day', 'or', 'even', 'continuing', 'taking', 'them', '.']"
LIPITOR.883.txt,7,It took a while (months) before I started to feel normal again.,it took a while months before i started to feel normal again.,"['it', 'took', 'a', 'while', 'months', 'before', 'i', 'started', 'to', 'feel', 'normal', 'again', '.']"
LIPITOR.884.txt,1,Indigestion - never had it before and stopped when I stopped taking the statin.,indigestion - never had it before and stopped when i stopped taking the statin.,"['indigestion', '-', 'never', 'had', 'it', 'before', 'and', 'stopped', 'when', 'i', 'stopped', 'taking', 'the', 'statin', '.']"
LIPITOR.884.txt,2,Chest pains waking me up at night - never had it before and stopped when I stopped taking the statin.,chest pains waking me up at night - never had it before and stopped when i stopped taking the statin.,"['chest', 'pains', 'waking', 'me', 'up', 'at', 'night', '-', 'never', 'had', 'it', 'before', 'and', 'stopped', 'when', 'i', 'stopped', 'taking', 'the', 'statin', '.']"
LIPITOR.884.txt,3,"Neuropothy in right hand & arm - never had it before and stopped when I stopped taking the statin.
.",neuropothy in right hand and arm - never had it before and stopped when i stopped taking the statin. .,"['neuropothy', 'in', 'right', 'hand', 'and', 'arm', '-', 'never', 'had', 'it', 'before', 'and', 'stopped', 'when', 'i', 'stopped', 'taking', 'the', 'statin', '.', '.']"
LIPITOR.884.txt,4,I believe it is totally unnecessary for healthy people.,i believe it is totally unnecessary for healthy people.,"['i', 'believe', 'it', 'is', 'totally', 'unnecessary', 'for', 'healthy', 'people', '.']"
LIPITOR.884.txt,5,We NEED cholesterol.,we need cholesterol.,"['we', 'need', 'cholesterol', '.']"
LIPITOR.884.txt,6,"In trying to reduce it, statins stop a whole cascade of addditional enzymes and proteins that are absolutely necessary for healthy bodies.","in trying to reduce it, statins stop a whole cascade of addditional enzymes and proteins that are absolutely necessary for healthy bodies.","['in', 'trying', 'to', 'reduce', 'it', ',', 'statins', 'stop', 'a', 'whole', 'cascade', 'of', 'addditional', 'enzymes', 'and', 'proteins', 'that', 'are', 'absolutely', 'necessary', 'for', 'healthy', 'bodies', '.']"
LIPITOR.884.txt,7,It took three years of statins (2 on Zocor then 1 one on Lipitor) at 40mg per day to finally cause the above reactions to the destruction the stains were doing to my body.,it took three years of statins 2 on zocor then 1 one on lipitor at 40mg per day to finally cause the above reactions to the destruction the stains were doing to my body.,"['it', 'took', 'three', 'years', 'of', 'statins', '2', 'on', 'zocor', 'then', '1', 'one', 'on', 'lipitor', 'at', '40', 'mg', 'per', 'day', 'to', 'finally', 'cause', 'the', 'above', 'reactions', 'to', 'the', 'destruction', 'the', 'stains', 'were', 'doing', 'to', 'my', 'body', '.']"
LIPITOR.885.txt,1,"extreme constant pain, legs, hips, fuzzy headed, muscle loss, possible permanent damage.","extreme constant pain, legs, hips, fuzzy headed, muscle loss, possible permanent damage.","['extreme', 'constant', 'pain', ',', 'legs', ',', 'hips', ',', 'fuzzy', 'headed', ',', 'muscle', 'loss', ',', 'possible', 'permanent', 'damage', '.']"
LIPITOR.885.txt,2,"I am totally convinced this stuff is dangerous, it does lower cholesterol, but to what end?","i am totally convinced this stuff is dangerous, it does lower cholesterol, but to what end?","['i', 'am', 'totally', 'convinced', 'this', 'stuff', 'is', 'dangerous', ',', 'it', 'does', 'lower', 'cholesterol', ',', 'but', 'to', 'what', 'end', '?']"
LIPITOR.885.txt,3,"Found more natural fix which is more effective, excellent results, better quality of life, and better health overall.","found more natural fix which is more effective, excellent results, better quality of life, and better health overall.","['found', 'more', 'natural', 'fix', 'which', 'is', 'more', 'effective', ',', 'excellent', 'results', ',', 'better', 'quality', 'of', 'life', ',', 'and', 'better', 'health', 'overall', '.']"
LIPITOR.885.txt,4,"Blood test was 8.06 total, now 3.05 without using Lipitor!","blood test was 8.06 total, now 3.05 without using lipitor!","['blood', 'test', 'was', '8.06', 'total', ',', 'now', '3.05', 'without', 'using', 'lipitor', '!']"
LIPITOR.885.txt,5,"Had around 25 angina attacks per week, now 0.
Was totally disabled, now active.","had around 25 angina attacks per week, now 0. was totally disabled, now active.","['had', 'around', '25', 'angina', 'attacks', 'per', 'week', ',', 'now', '0', '.', 'was', 'totally', 'disabled', ',', 'now', 'active', '.']"
LIPITOR.886.txt,1,severe pain in buttocks and left leg Sciatica like symptoms.,severe pain in buttocks and left leg sciatica like symptoms.,"['severe', 'pain', 'in', 'buttocks', 'and', 'left', 'leg', 'sciatica', 'like', 'symptoms', '.']"
LIPITOR.886.txt,2,I don't know if it helped anything.,i don't know if it helped anything.,"['i', 'do', ""n't"", 'know', 'if', 'it', 'helped', 'anything', '.']"
LIPITOR.886.txt,3,Felt no difference except sudden onset of pain after one month.,felt no difference except sudden onset of pain after one month.,"['felt', 'no', 'difference', 'except', 'sudden', 'onset', 'of', 'pain', 'after', 'one', 'month', '.']"
LIPITOR.886.txt,4,Couldn't sleep.,couldn't sleep.,"['could', ""n't"", 'sleep', '.']"
LIPITOR.887.txt,1,"Sudden knee pain 2 week into it, horriable crippeling pain hit both knees at same moment, progressed to odd painful, lumpy swelling on both feet in same place on each and a sudden horriable grabbing pain in one ankle, gas, indigestion, acid reflux, no energy, confusion, stumbeling, vertigo, memory loss, frequent sudden urges to go pee that came out with a force that sprayed everywhere.","sudden knee pain 2 week into it, horriable crippeling pain hit both knees at same moment, progressed to odd painful, lumpy swelling on both feet in same place on each and a sudden horriable grabbing pain in one ankle, gas, indigestion, acid reflux, no energy, confusion, stumbeling, vertigo, memory loss, frequent sudden urges to go pee that came out with a force that sprayed everywhere.","['sudden', 'knee', 'pain', '2', 'week', 'into', 'it', ',', 'horriable', 'crippeling', 'pain', 'hit', 'both', 'knees', 'at', 'same', 'moment', ',', 'progressed', 'to', 'odd', 'painful', ',', 'lumpy', 'swelling', 'on', 'both', 'feet', 'in', 'same', 'place', 'on', 'each', 'and', 'a', 'sudden', 'horriable', 'grabbing', 'pain', 'in', 'one', 'ankle', ',', 'gas', ',', 'indigestion', ',', 'acid', 'reflux', ',', 'no', 'energy', ',', 'confusion', ',', 'stumbeling', ',', 'vertigo', ',', 'memory', 'loss', ',', 'frequent', 'sudden', 'urges', 'to', 'go', 'pee', 'that', 'came', 'out', 'with', 'a', 'force', 'that', 'sprayed', 'everywhere', '.']"
LIPITOR.887.txt,2,(Off of it I now have to force it out).,off of it i now have to force it out .,"['off', 'of', 'it', 'i', 'now', 'have', 'to', 'force', 'it', 'out', '.']"
LIPITOR.887.txt,3,Getting off cleared most up but woke up every morning with horriable pain in a different joint making it useless until it passed days later and suddenly landed in right shoulder.,getting off cleared most up but woke up every morning with horriable pain in a different joint making it useless until it passed days later and suddenly landed in right shoulder.,"['getting', 'off', 'cleared', 'most', 'up', 'but', 'woke', 'up', 'every', 'morning', 'with', 'horriable', 'pain', 'in', 'a', 'different', 'joint', 'making', 'it', 'useless', 'until', 'it', 'passed', 'days', 'later', 'and', 'suddenly', 'landed', 'in', 'right', 'shoulder', '.']"
LIPITOR.887.txt,4,"MRI shows arthritis, tendonitis and burscitis when there was never any problems in that shoulder before.","mri shows arthritis, tendonitis and burscitis when there was never any problems in that shoulder before.","['mri', 'shows', 'arthritis', ',', 'tendonitis', 'and', 'burscitis', 'when', 'there', 'was', 'never', 'any', 'problems', 'in', 'that', 'shoulder', 'before', '.']"
LIPITOR.887.txt,5,Been suffering with that for almost a year.,been suffering with that for almost a year.,"['been', 'suffering', 'with', 'that', 'for', 'almost', 'a', 'year', '.']"
LIPITOR.887.txt,6,Sudden grabbing pain in ankle comes and goes.,sudden grabbing pain in ankle comes and goes.,"['sudden', 'grabbing', 'pain', 'in', 'ankle', 'comes', 'and', 'goes', '.']"
LIPITOR.887.txt,7,HORRIABLE pain that almost throws me down.,horriable pain that almost throws me down.,"['horriable', 'pain', 'that', 'almost', 'throws', 'me', 'down', '.']"
LIPITOR.887.txt,8,Have days where confusion comes back also.,have days where confusion comes back also.,"['have', 'days', 'where', 'confusion', 'comes', 'back', 'also', '.']"
LIPITOR.887.txt,9,Also my last colonscopy turned up 5 precancerous polyups.,also my last colonscopy turned up 5 precancerous polyups.,"['also', 'my', 'last', 'colonscopy', 'turned', 'up', '5', 'precancerous', 'polyups', '.']"
LIPITOR.887.txt,10,"Before statin drugs, I never had a one of them, 5 year.","before statin drugs, i never had a one of them, 5 year.","['before', 'statin', 'drugs', ',', 'i', 'never', 'had', 'a', 'one', 'of', 'them', ',', '5', 'year', '.']"
LIPITOR.887.txt,11,This medicine is posion!,this medicine is posion!,"['this', 'medicine', 'is', 'posion', '!']"
LIPITOR.887.txt,12,We do not know if the damage it does to us is permenant or not.,we do not know if the damage it does to us is permenant or not.,"['we', 'do', 'not', 'know', 'if', 'the', 'damage', 'it', 'does', 'to', 'us', 'is', 'permenant', 'or', 'not', '.']"
